Date, Lights Per Day, PD
12/15/2012,18,16
2/10/2014,20,14
11/18/2015,3,31
1/2/2017,552,8
5/20/2017,377,8
10/5/2010,1,25
6/21/2015,114,14
3/29/2013,2,15
9/13/2014,90,14
11/27/2014,167,12
10/2/2015,240,16
3/23/2014,1,31
1/4/2011,186,4
11/29/2012,25,12
6/1/2016,104,17
12/9/2011,305,8
6/26/2017,99,16
9/24/2015,385,6
5/14/2016,25,20
3/27/2013,8,2
11/24/2013,143,8
5/17/2010,1,4
3/18/2015,68,14
12/17/2015,1,nan
5/6/2011,161,8
10/6/2016,350,22
1/15/2012,133,11
6/24/2017,67,5
2/7/2014,20,15
10/23/2014,4,31
8/31/2016,809,8
7/14/2017,68,12
5/30/2015,189,22
8/21/2014,85,12
12/30/2011,121,15
12/4/2011,319,8
9/26/2014,91,2
5/4/2014,1,nan
9/7/2016,1,nan
7/29/2013,33,12
4/13/2013,57,8
4/23/2011,302,16
9/29/2017,51,20
7/9/2016,133,14
9/20/2012,24,17
12/31/2015,197,10
4/5/2012,8,20
7/10/2015,1,nan
11/13/2012,1,nan
3/18/2013,2,13
3/7/2016,245,16
4/21/2014,40,10
1/29/2017,37,20
2/17/2006,1,4
10/13/2015,65,1
5/1/2008,1,4
7/23/2010,1,17
2/6/2016,1,31
3/21/2013,22,17
10/14/2016,88,17
6/13/2015,182,7
8/9/2016,1,nan
12/14/2016,54,19
9/6/2017,157,4
9/5/2012,57,9
6/18/2011,204,8
10/1/2010,12,15
12/16/2011,146,14
8/18/2011,197,25
6/22/2017,65,12
12/4/2010,83,6
9/19/2016,150,7
3/7/2012,34,24
11/7/2014,137,12
4/16/2016,7,0
3/4/2014,29,11
9/18/2014,1,nan
1/18/2010,1,4
12/17/2012,16,7
2/6/2011,2,0
4/23/2016,83,18
7/27/2014,144,3
7/31/2012,37,17
8/19/2010,1,5
7/5/2011,33,21
1/11/2012,262,4
5/27/2015,287,8
8/10/2004,1,4
7/25/2013,51,5
8/26/2011,165,9
5/3/2013,2,13
8/26/2014,1,31
11/16/2011,477,8
12/13/2011,5,0
3/30/2016,112,12
12/16/2014,291,8
8/10/2016,13,0
12/11/2015,393,22
2/8/2011,80,8
7/3/2012,47,15
4/11/2012,45,11
6/20/2012,13,17
2/25/2016,62,20
9/25/2013,13,14
9/18/2017,77,14
9/4/2011,99,24
11/10/2013,80,9
9/27/2014,301,4
11/24/2011,100,3
10/2/2010,3,17
3/26/2016,300,4
11/10/2016,75,17
5/12/2013,40,8
4/27/2017,164,7
11/25/2011,96,9
1/10/2011,221,16
12/12/2015,311,6
6/29/2014,33,24
8/16/2016,270,14
1/11/2013,13,16
5/29/2014,13,20
9/20/2010,3,17
4/29/2006,1,4
12/10/2010,1,0
8/4/2014,196,5
9/3/2015,112,2
6/16/2015,15,24
10/1/2013,46,9
1/26/2011,24,18
9/25/2016,216,4
7/29/2014,154,25
10/21/2016,1,nan
12/30/2016,98,1
9/6/2015,248,3
1/20/2011,2,31
1/24/2014,36,5
11/28/2014,370,8
11/11/2015,69,19
2/6/2013,6,14
4/2/2016,77,19
5/21/2017,121,9
9/7/2015,489,8
3/22/2015,7,24
10/31/2011,436,4
5/4/2015,82,15
9/16/2015,363,4
12/27/2013,69,9
12/18/2013,91,4
7/25/2013,39,7
7/14/2015,50,1
9/10/2017,66,1
12/12/2012,30,12
12/7/2013,28,11
7/21/2015,162,10
9/11/2012,75,16
6/2/2016,226,3
6/10/2011,142,11
8/5/2012,168,22
7/15/2011,106,19
4/1/2014,1,31
12/29/2011,86,9
8/1/2013,77,4
3/14/2015,62,15
12/5/2015,3,31
5/18/2017,85,12
11/17/2014,198,16
11/8/2016,1,nan
6/13/2013,7,3
1/15/2016,1,nan
3/19/2015,2,0
7/10/2012,33,13
1/15/2017,576,8
8/1/2016,268,3
7/9/2013,39,15
3/19/2013,2,13
11/9/2014,94,14
8/6/2016,518,4
12/8/2014,9,0
6/26/2014,16,1
7/10/2016,34,24
4/4/2016,240,4
5/2/2014,77,25
1/10/2006,1,4
2/1/2013,13,17
1/12/2011,31,21
10/30/2014,32,20
5/10/2012,33,17
10/18/2012,61,11
12/29/2013,25,25
1/4/2012,86,18
9/8/2015,201,15
10/13/2013,36,3
8/17/2015,211,10
9/21/2016,64,19
1/1/2015,97,14
10/12/2016,489,8
7/22/2013,6,18
5/16/2014,64,10
12/31/2014,51,24
10/24/2012,37,10
8/10/2013,39,12
3/11/2011,91,11
2/13/2011,73,15
9/8/2010,1,1
5/14/2013,12,12
8/31/2014,233,16
9/23/2016,1,nan
3/18/2016,174,14
4/18/2016,260,22
9/25/2011,105,24
9/1/2006,1,4
5/10/2016,49,1
9/14/2011,106,19
4/1/2017,371,8
2/25/2013,9,14
1/27/2016,1,nan
11/25/2014,1,nan
10/28/2015,149,10
8/27/2014,211,3
1/27/2016,187,12
8/7/2016,368,7
8/19/2016,263,14
5/19/2016,110,4
4/6/2013,2,13
6/29/2015,1,nan
11/4/2016,1,nan
8/31/2016,258,3
10/19/2016,40,24
1/6/2015,72,2
9/13/2011,166,17
8/21/2013,37,9
12/28/2016,17,20
7/15/2012,80,9
4/10/2016,97,11
8/15/2015,137,5
12/10/2005,1,4
4/8/2015,151,25
10/7/2015,647,8
8/13/2013,21,14
5/31/2017,77,12
12/21/2014,1,nan
1/24/2012,163,6
5/22/2012,74,4
5/17/2013,19,6
2/13/2013,15,5
12/10/2010,65,25
9/27/2011,73,20
11/6/2014,125,10
5/14/2015,92,14
12/15/2010,1,0
12/10/2015,1,nan
11/28/2016,1,nan
1/30/2017,188,10
3/3/2011,121,4
9/6/2012,2,31
9/25/2014,4,31
1/21/2013,11,1
7/6/2014,128,25
12/11/2016,127,18
6/18/2014,54,7
1/10/2017,145,5
9/7/2017,1,nan
11/1/2010,10,18
2/12/2014,69,9
5/1/2013,14,12
11/6/2014,32,1
8/29/2015,172,15
9/28/2017,92,16
5/16/2007,1,4
7/26/2014,78,2
3/28/2013,6,18
3/9/2013,18,11
12/9/2005,1,4
9/27/2016,3,31
1/20/2017,186,9
11/26/2013,52,3
6/23/2015,145,12
4/17/2016,81,2
1/27/2014,129,22
9/24/2014,505,8
12/23/2008,1,4
4/3/2012,42,24
7/18/2013,15,25
11/3/2008,1,4
12/20/2016,132,18
12/8/2012,41,11
4/16/2015,149,22
2/14/2013,13,19
10/3/2010,4,11
3/30/2017,65,2
6/19/2017,171,7
1/10/2014,17,11
8/19/2013,24,2
3/14/2016,375,4
12/28/2015,1,nan
2/8/2016,1,nan
5/14/2017,65,2
11/4/2013,37,10
2/5/2014,30,11
10/19/2014,32,1
8/21/2014,339,8
12/29/2014,54,19
9/21/2013,10,20
11/23/2011,39,2
9/2/2015,183,15
3/3/2013,8,14
8/6/2013,88,11
4/23/2017,98,15
7/4/2013,49,6
2/2/2013,44,4
11/3/2012,26,13
11/2/2013,35,16
3/6/2012,76,17
1/21/2015,102,22
10/18/2016,236,12
7/22/2013,1,13
12/9/2014,96,17
5/13/2017,120,7
9/19/2013,111,4
9/8/2015,1,nan
5/18/2012,61,4
7/31/2017,1,nan
5/13/2014,1,nan
5/30/2013,25,22
7/5/2014,37,19
7/25/2016,1,nan
8/30/2017,17,0
4/3/2015,1,31
10/27/2010,18,6
10/12/2013,50,10
8/8/2015,202,7
7/24/2013,10,20
5/31/2013,26,9
3/15/2013,42,6
8/19/2015,7,0
5/20/2016,199,7
4/27/2017,54,5
5/24/2016,134,10
6/6/2014,118,11
8/31/2012,46,13
7/9/2015,104,5
12/19/2009,1,4
8/18/2012,134,25
12/12/2015,397,4
11/10/2015,165,10
3/5/2015,44,5
11/16/2012,4,0
3/26/2015,22,20
9/2/2011,387,16
1/2/2014,23,18
6/11/2015,223,6
6/19/2015,63,1
10/11/2015,9,0
8/14/2015,144,14
4/24/2014,21,14
6/8/2012,7,24
6/29/2017,59,2
6/25/2015,82,2
5/20/2013,16,15
11/27/2015,102,1
12/8/2012,12,2
1/25/2013,28,22
11/11/2016,125,18
1/16/2011,2,31
9/28/2013,34,7
6/26/2013,7,19
12/24/2010,121,15
9/1/2012,24,2
10/20/2014,89,19
2/25/2017,56,1
9/18/2016,59,1
11/21/2012,29,13
10/26/2013,101,6
12/13/2014,113,12
5/5/2013,2,13
1/15/2015,49,18
7/27/2015,207,10
9/10/2015,2,31
6/27/2014,2,0
12/28/2015,1,nan
9/20/2016,116,17
10/2/2011,56,23
3/12/2015,134,9
7/8/2012,15,18
1/13/2014,13,15
2/13/2017,1,nan
8/21/2015,3,31
6/14/2013,16,24
9/3/2016,55,1
9/2/2014,2,31
2/3/2016,1,nan
12/5/2016,1,nan
5/26/2012,56,22
12/9/2016,1,nan
1/5/2017,69,17
9/30/2012,52,25
8/19/2013,35,5
5/1/2014,69,25
5/27/2016,90,9
5/5/2014,76,5
4/12/2015,53,19
5/21/2011,58,18
12/2/2014,367,8
1/18/2017,48,20
9/15/2016,1,nan
11/18/2013,38,16
10/11/2013,37,24
10/1/2013,54,11
6/21/2017,12,0
4/24/2017,169,25
1/26/2015,73,14
2/13/2014,16,24
12/8/2011,50,20
12/22/2012,4,14
7/16/2016,1,nan
8/28/2013,22,1
1/31/2017,1,nan
7/23/2016,37,1
6/22/2016,1,nan
8/21/2017,168,25
11/28/2016,135,18
1/20/2016,287,6
5/31/2016,59,2
10/11/2014,341,8
11/24/2012,46,8
9/15/2016,148,16
6/3/2013,10,2
12/3/2016,3,31
7/31/2014,93,10
2/22/2016,145,19
9/13/2013,33,7
11/18/2015,247,10
5/13/2012,20,18
10/21/2011,159,11
7/28/2017,60,18
6/8/2016,79,2
2/15/2013,6,5
3/18/2011,74,5
8/27/2017,158,6
2/21/2013,18,9
1/10/2012,152,11
7/4/2013,57,22
12/25/2015,1,nan
2/8/2016,138,10
1/14/2011,9,2
3/30/2015,120,7
6/5/2017,171,22
1/24/2014,87,7
9/27/2015,186,17
1/11/2015,235,4
11/7/2015,28,11
8/7/2010,1,4
10/11/2015,632,8
12/22/2011,267,8
9/16/2017,16,0
12/24/2012,25,6
7/29/2017,75,14
5/2/2011,151,11
2/17/2016,146,7
4/29/2016,119,15
12/16/2012,3,20
9/7/2014,189,11
3/2/2012,41,18
1/6/2011,71,19
9/15/2015,505,22
10/17/2012,41,14
8/15/2014,22,20
12/3/2013,42,3
4/26/2014,12,18
3/24/2007,1,4
4/15/2012,19,12
6/4/2012,64,22
5/25/2012,26,5
12/15/2011,73,10
4/12/2011,59,19
4/25/2013,19,9
2/9/2014,95,7
5/19/2013,11,17
3/11/2017,49,17
11/12/2010,6,21
10/28/2015,1,nan
2/2/2012,113,8
10/27/2016,84,15
8/22/2015,246,16
9/16/2011,76,12
7/7/2015,1,nan
3/12/2012,36,5
8/7/2017,31,24
10/2/2015,132,11
3/6/2014,24,19
1/4/2011,105,25
5/9/2015,1,nan
6/22/2016,124,14
7/12/2010,1,25
1/12/2016,194,12
7/19/2017,18,20
6/28/2017,86,5
3/26/2017,73,2
9/24/2016,26,20
12/18/2016,1,nan
2/24/2016,142,11
2/16/2016,1,nan
6/20/2015,20,24
12/6/2014,3,31
8/25/2017,71,19
12/3/2010,33,9
1/28/2015,6,0
2/16/2011,31,24
8/1/2015,436,8
4/11/2011,86,10
6/23/2011,45,23
4/7/2013,35,8
12/13/2013,44,7
12/30/2011,21,20
8/4/2016,12,0
4/27/2015,1,31
1/14/2016,189,12
3/23/2011,137,6
1/7/2011,46,18
10/25/2012,3,0
6/17/2013,22,17
3/3/2014,1,31
7/27/2014,17,20
10/29/2014,32,20
9/29/2017,62,1
6/14/2010,1,4
3/18/2013,13,18
11/30/2010,68,6
8/20/2016,132,15
12/13/2016,1,nan
8/13/2017,114,25
7/11/2013,39,16
3/29/2011,87,7
12/24/2013,51,2
8/28/2016,87,19
2/5/2016,79,17
12/15/2014,93,7
6/28/2009,1,4
3/11/2017,1,nan
4/15/2016,7,0
9/23/2016,121,3
2/27/2016,5,0
4/23/2014,11,20
7/18/2012,51,10
4/17/2012,30,19
4/9/2012,115,16
6/9/2016,297,22
10/28/2014,307,4
9/17/2017,1,nan
4/3/2015,170,6
9/5/2014,36,1
4/30/2013,10,15
12/7/2009,1,4
8/23/2006,1,4
9/4/2014,318,16
4/25/2011,154,17
3/19/2016,180,3
8/30/2011,116,14
3/12/2013,10,1
7/4/2015,76,5
4/20/2013,25,6
11/14/2011,200,5
7/17/2014,59,17
4/22/2011,77,9
7/20/2015,11,0
12/11/2011,63,1
1/20/2013,2,13
8/3/2014,32,18
10/31/2010,19,6
10/7/2014,165,9
1/18/2011,66,17
8/4/2011,160,6
9/6/2017,120,12
5/26/2014,78,10
1/24/2013,2,18
2/12/2012,6,2
11/12/2012,77,6
1/16/2013,4,7
10/15/2014,166,11
1/2/2016,1,nan
9/2/2014,127,15
6/20/2017,163,9
6/10/2016,165,25
12/11/2015,112,9
7/10/2017,137,4
3/10/2016,156,10
8/22/2011,43,23
4/11/2012,86,16
7/25/2017,187,4
10/1/2015,97,1
2/15/2012,236,16
6/21/2016,258,6
4/2/2014,1,31
11/5/2016,170,12
8/6/2005,1,4
7/14/2011,120,17
7/7/2013,29,9
11/14/2014,3,31
3/27/2014,39,15
5/16/2015,115,9
1/25/2014,43,3
1/31/2010,1,4
4/27/2012,20,10
5/7/2011,60,19
1/23/2012,217,25
7/21/2015,1,nan
8/14/2012,1,nan
1/29/2016,1,31
9/30/2017,21,0
2/27/2013,51,8
11/5/2005,1,4
9/12/2014,168,5
6/11/2016,110,14
12/7/2010,8,20
1/13/2016,1,nan
3/30/2013,18,7
10/1/2013,13,20
4/24/2016,190,6
2/26/2011,38,3
7/1/2012,31,9
7/17/2016,1,nan
1/16/2015,120,11
6/15/2011,112,17
4/25/2014,1,nan
6/2/2014,99,5
4/12/2012,1,23
3/29/2016,1,31
8/10/2016,1,nan
11/17/2014,54,18
10/22/2016,1,nan
6/6/2014,47,2
12/27/2014,186,22
1/11/2016,107,25
11/23/2012,23,14
3/9/2016,1,nan
1/21/2016,385,22
4/14/2011,134,17
2/4/2012,102,15
1/23/2013,14,17
5/4/2016,6,0
9/22/2016,13,0
3/2/2017,106,16
4/17/2015,75,2
8/17/2013,27,25
4/22/2016,144,11
1/26/2013,11,16
7/7/2016,187,5
7/19/2017,213,4
3/7/2011,95,11
3/9/2017,1,nan
3/14/2006,1,4
12/25/2016,1,nan
8/4/2017,157,9
7/7/2016,300,4
6/25/2014,95,9
8/30/2014,133,10
3/25/2013,21,9
10/10/2012,76,11
8/14/2012,166,6
8/25/2012,39,18
6/24/2017,373,8
11/10/2015,84,1
7/4/2014,1,nan
1/4/2016,92,5
6/20/2016,46,20
3/2/2013,6,7
4/4/2016,1,31
6/9/2012,13,9
9/13/2012,120,5
1/9/2016,210,16
1/28/2011,33,24
11/30/2010,50,7
12/29/2013,34,2
1/5/2015,1,nan
10/18/2013,135,4
1/18/2012,258,22
6/16/2017,111,15
4/28/2014,1,nan
1/30/2015,151,6
6/30/2013,12,1
9/21/2015,1,nan
11/9/2015,168,10
5/10/2015,110,14
5/16/2014,23,17
8/23/2013,1,0
5/2/2015,186,16
3/11/2011,27,20
2/24/2011,195,16
10/19/2007,1,4
3/3/2006,1,4
11/16/2013,26,14
8/31/2014,132,11
10/4/2012,8,20
7/22/2016,216,7
1/24/2011,34,18
1/25/2012,21,20
4/3/2014,47,25
12/6/2014,77,15
6/20/2016,95,15
1/7/2015,138,16
7/19/2017,1,nan
10/27/2015,1,nan
3/22/2012,14,2
7/11/2012,6,20
1/28/2017,48,19
12/6/2016,395,22
5/13/2015,95,14
9/3/2008,1,4
7/4/2012,3,20
4/11/2014,80,9
11/8/2015,1,nan
8/1/2012,49,2
2/9/2010,1,4
9/28/2011,92,3
6/17/2017,176,10
1/10/2015,75,7
3/28/2011,96,7
2/27/2011,37,3
8/2/2012,69,11
9/7/2012,124,6
9/10/2013,88,6
8/22/2007,1,4
1/4/2016,1,nan
7/10/2014,269,6
4/8/2015,134,6
4/6/2016,1,nan
12/10/2015,3,31
11/28/2010,24,10
5/29/2012,15,2
7/24/2015,153,12
6/1/2015,375,4
12/18/2014,107,25
11/29/2015,1,nan
1/20/2014,25,25
12/7/2016,72,1
9/10/2012,32,1
12/26/2013,37,12
2/25/2008,1,4
12/12/2011,152,5
8/4/2013,25,17
9/14/2013,43,11
2/7/2013,2,15
4/5/2015,5,0
2/6/2012,25,20
7/22/2008,1,4
1/31/2016,24,20
4/14/2017,29,24
11/8/2007,1,4
2/18/2016,1,31
9/1/2011,35,2
5/30/2016,1,nan
7/7/2017,108,7
1/2/2011,63,10
3/27/2011,68,10
8/30/2013,104,8
12/20/2012,29,5
6/8/2015,7,0
2/20/2016,148,11
4/11/2013,9,3
12/25/2014,117,5
9/3/2012,40,7
12/25/2013,19,17
3/9/2013,1,20
11/6/2012,84,22
8/23/2012,3,24
1/18/2016,8,0
10/24/2010,14,5
4/30/2016,173,6
6/16/2016,56,17
7/12/2015,99,16
10/3/2010,3,7
9/8/2012,1,nan
9/8/2017,23,20
8/17/2015,437,4
1/22/2012,50,3
9/24/2015,38,24
4/21/2013,7,18
6/8/2013,6,15
7/30/2015,118,5
1/25/2013,12,9
6/26/2017,1,nan
8/29/2016,295,5
11/21/2011,51,21
7/20/2014,178,5
6/22/2012,49,8
6/16/2013,11,12
10/13/2016,103,17
9/24/2017,166,10
9/18/2012,33,17
5/14/2017,127,25
9/1/2015,537,8
6/25/2016,138,12
10/16/2014,87,2
4/27/2015,54,17
1/1/2014,18,11
11/20/2016,20,0
2/25/2016,4,0
12/8/2013,122,22
11/6/2011,91,20
8/13/2016,484,22
11/16/2013,39,25
1/5/2012,75,19
11/3/2012,92,22
12/1/2015,219,7
5/2/2016,154,3
8/14/2014,63,17
5/24/2015,113,5
10/12/2011,96,18
12/30/2016,85,18
10/4/2016,157,6
1/26/2015,1,nan
10/27/2011,128,14
4/7/2017,48,17
12/13/2015,385,22
2/8/2017,195,10
11/22/2014,146,16
8/21/2012,62,10
11/27/2016,150,5
2/10/2015,228,7
11/7/2004,1,4
9/14/2014,48,24
9/28/2005,1,4
4/16/2011,213,4
8/27/2017,64,19
8/15/2016,243,12
10/3/2016,240,9
11/26/2012,30,7
6/20/2008,1,4
10/24/2013,57,7
5/3/2013,1,nan
1/6/2012,267,4
9/28/2015,416,6
7/6/2011,58,14
9/9/2012,25,2
1/16/2007,1,4
1/13/2015,76,19
1/5/2011,1,31
3/14/2010,1,4
12/21/2015,195,7
7/23/2014,329,22
8/31/2004,1,4
6/1/2013,7,2
6/8/2012,25,3
8/26/2011,270,4
4/6/2011,33,20
4/17/2017,74,18
6/28/2013,89,4
3/16/2007,1,4
1/27/2015,4,0
12/13/2014,122,11
1/13/2016,1,nan
11/26/2015,254,12
9/20/2014,61,19
1/13/2012,1,31
3/9/2016,97,17
12/17/2011,74,10
10/20/2014,82,14
10/15/2011,71,3
5/10/2017,1,nan
6/12/2015,369,4
5/12/2017,1,nan
3/26/2013,41,6
3/8/2016,29,24
4/14/2016,86,9
10/24/2013,34,1
7/31/2017,161,7
3/12/2015,48,18
11/25/2012,12,12
11/13/2014,21,24
1/13/2014,35,18
3/4/2017,205,10
7/17/2016,153,10
2/19/2011,106,22
4/13/2012,20,2
12/6/2015,7,0
8/13/2015,243,25
11/30/2014,157,16
1/30/2016,122,25
5/5/2012,8,2
6/7/2015,6,20
5/18/2014,26,19
4/22/2011,87,7
10/19/2010,5,13
8/25/2011,71,12
4/12/2017,221,11
5/29/2016,122,25
1/18/2017,93,15
1/9/2011,161,8
8/4/2012,128,25
7/30/2017,545,8
10/24/2016,17,0
3/3/2013,1,nan
10/11/2013,71,5
3/9/2012,32,5
2/20/2017,203,10
9/1/2012,27,1
5/27/2014,349,8
10/11/2016,251,12
6/23/2017,54,3
2/21/2015,33,17
9/17/2017,68,17
9/12/2015,448,22
11/14/2015,72,11
8/8/2016,234,14
8/5/2015,55,24
8/16/2011,61,18
1/16/2017,203,5
8/28/2016,1,nan
1/26/2015,1,nan
12/16/2015,181,14
9/21/2012,106,8
1/28/2010,1,4
7/15/2014,100,11
10/31/2013,13,18
1/2/2016,75,5
5/2/2013,22,5
1/30/2012,17,2
10/16/2011,58,23
4/16/2017,62,1
9/1/2014,1,nan
12/11/2010,97,6
2/11/2015,134,25
2/20/2012,100,22
11/23/2014,70,10
9/23/2016,61,19
4/18/2011,71,24
8/2/2014,137,7
2/14/2014,97,22
8/25/2014,342,4
12/5/2014,63,14
1/22/2013,7,2
7/29/2011,369,8
8/29/2006,1,4
4/13/2015,7,0
12/22/2011,53,21
6/14/2013,18,17
9/17/2016,157,16
11/7/2016,160,5
2/5/2015,51,1
11/22/2016,1,nan
9/1/2016,1,nan
6/13/2015,127,12
3/18/2012,83,22
11/11/2013,41,11
1/1/2017,203,12
5/16/2011,108,25
10/20/2015,41,11
10/19/2015,64,1
12/17/2010,100,6
5/9/2016,107,10
8/19/2012,78,16
7/1/2015,176,3
3/12/2016,1,nan
2/25/2012,48,13
12/27/2011,98,18
3/5/2016,21,20
2/26/2017,161,7
3/24/2011,30,1
1/15/2013,26,22
11/27/2016,544,8
10/23/2016,119,3
7/29/2012,137,22
4/13/2014,59,15
7/8/2014,144,11
1/8/2011,160,8
11/18/2012,9,24
5/30/2012,21,14
5/18/2016,131,14
11/29/2010,48,7
3/24/2012,38,6
3/21/2017,126,6
3/1/2011,83,17
12/18/2012,18,16
9/11/2015,453,22
5/23/2014,41,17
12/9/2013,25,19
4/2/2015,1,nan
6/25/2013,7,2
12/2/2011,105,15
7/19/2015,10,0
6/26/2017,86,12
8/18/2013,17,1
10/4/2011,339,22
5/11/2011,2,0
2/15/2017,92,15
7/31/2016,1,nan
4/26/2013,11,25
5/22/2013,5,18
7/3/2015,68,2
4/20/2015,167,25
7/14/2010,1,4
10/21/2014,73,15
3/16/2012,30,1
6/30/2014,89,2
8/22/2014,86,2
2/27/2016,1,nan
9/25/2014,1,nan
5/5/2014,38,12
12/24/2014,37,19
6/20/2015,183,7
11/10/2011,42,2
7/14/2014,174,7
12/11/2013,48,7
4/22/2015,129,7
11/8/2014,29,1
1/24/2017,1,nan
8/16/2015,68,18
6/4/2015,175,3
6/24/2015,88,17
5/11/2013,1,nan
3/31/2017,62,5
8/31/2016,63,1
1/11/2014,62,7
9/8/2012,207,4
1/3/2011,59,18
4/22/2012,29,6
12/2/2014,67,1
11/11/2012,47,25
4/28/2013,1,nan
1/6/2015,275,4
7/9/2017,101,5
3/17/2017,53,2
9/22/2017,170,6
2/5/2016,1,nan
7/19/2013,17,3
12/20/2015,8,0
7/27/2014,60,15
1/30/2016,107,19
9/29/2014,67,17
10/28/2012,37,10
9/2/2017,147,25
9/3/2016,249,10
8/31/2015,292,6
3/26/2012,34,12
9/14/2016,392,22
3/6/2015,143,25
8/28/2015,158,10
11/20/2010,88,4
1/27/2013,6,18
2/21/2017,251,12
2/5/2016,152,12
1/22/2017,214,9
5/11/2017,1,nan
5/22/2016,352,8
4/4/2012,7,9
11/8/2011,42,23
2/6/2016,1,nan
10/13/2014,159,3
7/10/2015,34,24
2/14/2016,1,nan
4/1/2015,117,12
9/23/2013,32,15
4/8/2013,8,19
7/13/2011,120,24
10/7/2015,200,9
3/7/2015,104,3
4/23/2015,5,0
6/18/2014,32,1
7/13/2012,97,22
6/23/2016,122,3
11/24/2010,45,7
8/20/2017,123,4
1/11/2011,65,5
3/24/2016,1,nan
12/11/2012,10,3
12/14/2012,81,4
5/3/2014,1,nan
4/17/2014,1,nan
11/3/2016,1,nan
10/22/2014,51,18
2/19/2015,80,5
10/14/2012,24,12
8/7/2012,80,11
1/20/2013,27,22
10/7/2014,28,20
2/27/2015,190,4
2/12/2013,14,19
5/8/2016,397,8
1/15/2014,31,10
11/5/2014,114,9
11/17/2011,108,3
8/23/2015,172,5
1/23/2016,145,7
3/20/2014,44,10
5/29/2015,58,19
10/1/2012,86,5
6/10/2011,115,17
3/5/2016,225,6
9/27/2013,96,16
2/9/2017,169,22
10/7/2015,1,nan
4/2/2014,3,0
1/31/2014,32,17
3/22/2016,44,1
11/1/2016,125,2
6/16/2011,84,7
6/11/2014,78,10
11/25/2010,6,2
4/3/2016,82,19
3/29/2012,78,17
11/27/2011,375,16
12/8/2016,60,17
8/8/2014,181,7
12/14/2013,35,14
10/4/2013,58,5
3/30/2012,58,22
9/7/2016,13,0
5/15/2017,136,4
12/25/2010,111,6
2/26/2011,79,9
8/15/2013,20,18
12/29/2010,80,7
2/1/2015,17,24
3/22/2011,175,4
12/14/2011,80,19
10/8/2014,72,17
9/8/2016,190,5
4/22/2017,130,11
1/19/2012,1,31
5/11/2015,176,16
9/7/2017,48,2
5/28/2011,241,16
5/3/2014,57,5
3/1/2012,35,9
6/15/2011,71,10
6/2/2014,39,24
3/4/2016,128,18
2/10/2011,34,7
3/29/2016,1,nan
8/3/2016,48,1
6/17/2017,70,5
11/3/2015,103,18
3/23/2017,128,4
4/28/2010,1,4
4/24/2013,60,8
5/14/2015,97,12
5/17/2012,76,15
10/30/2010,49,15
5/25/2011,32,20
11/24/2015,211,10
10/17/2014,1,nan
1/8/2016,1,nan
5/8/2013,33,6
10/17/2014,249,22
7/30/2016,2,31
10/31/2012,50,14
11/15/2016,67,1
8/9/2015,112,5
8/24/2016,340,10
3/15/2014,51,2
6/2/2016,132,10
10/3/2015,10,0
2/7/2016,1,nan
3/1/2017,1,nan
2/3/2016,217,3
7/30/2011,5,0
8/17/2011,196,25
8/1/2013,1,13
5/6/2016,27,20
5/19/2014,7,1
8/14/2017,1,nan
7/1/2013,1,13
12/13/2015,1,nan
1/23/2017,218,10
8/25/2012,71,9
10/5/2015,1,nan
8/28/2014,209,3
7/2/2013,56,22
6/23/2012,12,12
6/6/2016,177,5
9/26/2011,146,17
12/1/2013,58,12
10/9/2014,71,2
11/22/2010,23,10
12/31/2013,22,18
8/7/2014,65,15
11/30/2016,202,3
12/20/2010,14,24
10/23/2011,1,31
12/24/2015,126,19
8/16/2015,95,1
6/16/2017,92,16
8/12/2013,33,16
6/26/2006,1,4
10/5/2016,1,nan
3/30/2007,1,4
9/5/2013,33,15
7/10/2010,1,5
11/18/2010,10,1
5/1/2017,47,17
11/26/2016,61,1
3/13/2016,175,14
7/9/2015,1,nan
6/28/2011,54,12
9/17/2015,78,19
9/4/2016,432,9
1/13/2017,239,9
3/13/2015,49,19
5/27/2011,42,1
8/14/2013,32,9
5/3/2016,1,nan
9/11/2016,169,5
6/11/2012,20,10
8/5/2015,21,20
7/4/2010,1,25
4/20/2011,40,13
11/6/2016,193,10
2/27/2008,1,4
7/13/2014,51,10
2/16/2013,2,15
1/16/2017,1,nan
2/21/2011,115,4
12/14/2010,109,22
7/2/2016,88,2
6/3/2015,176,3
4/11/2014,33,18
4/23/2016,469,8
3/9/2017,173,15
7/18/2014,305,22
3/31/2015,29,20
5/17/2014,55,11
2/22/2016,33,24
4/1/2013,28,2
4/16/2013,8,18
2/22/2015,220,11
12/1/2014,1,nan
11/13/2016,1,nan
10/30/2012,22,18
7/9/2010,1,25
5/7/2013,10,12
5/11/2014,80,7
12/30/2014,110,25
12/18/2014,196,4
9/18/2014,64,19
10/21/2010,28,4
8/9/2013,15,19
11/15/2015,8,0
11/6/2014,165,3
1/27/2017,185,3
10/14/2011,83,20
2/9/2016,323,22
2/9/2017,114,16
4/21/2016,103,1
12/21/2011,160,11
3/6/2013,12,9
7/3/2016,157,12
2/15/2013,24,12
7/6/2014,27,18
2/18/2016,47,2
6/28/2017,1,nan
6/13/2009,1,4
9/21/2015,400,4
11/21/2015,558,8
1/17/2014,18,14
8/8/2017,173,6
3/14/2012,10,3
11/19/2011,143,14
7/26/2014,121,12
7/16/2017,44,1
1/12/2017,1,nan
10/29/2011,81,3
