Date, Crime, Crime Type, PD
2016-03-13,8,THEFT,1
2016-03-13,2,ROBBERY,7
2016-03-22,7,OTHER OFFENSE,8
2016-03-13,5,CRIMINAL DAMAGE,25
2016-01-23,1,DECEPTIVE PRACTICE,10
2016-02-14,1,DECEPTIVE PRACTICE,22
2015-09-04,1,DECEPTIVE PRACTICE,12
2016-03-27,5,THEFT,11
2016-04-19,3,THEFT,17
2015-11-15,1,DECEPTIVE PRACTICE,1
2015-10-19,1,CRIMINAL DAMAGE,20
2015-03-01,1,DECEPTIVE PRACTICE,20
2016-01-28,1,DECEPTIVE PRACTICE,20
2016-01-01,3,DECEPTIVE PRACTICE,5
2014-11-11,1,DECEPTIVE PRACTICE,16
2015-11-25,1,DECEPTIVE PRACTICE,24
2016-01-16,1,OTHER OFFENSE,20
2013-03-13,1,DECEPTIVE PRACTICE,7
2014-05-23,1,DECEPTIVE PRACTICE,6
2015-09-22,1,THEFT,25
2015-11-01,1,MOTOR VEHICLE THEFT,2
2015-08-06,1,DECEPTIVE PRACTICE,6
2015-10-05,1,THEFT,3
2015-11-11,1,ASSAULT,9
2015-11-10,1,THEFT,3
2015-12-03,2,OTHER OFFENSE,11
2015-12-26,1,WEAPONS VIOLATION,20
2016-01-06,1,BATTERY,6
2016-01-15,1,DECEPTIVE PRACTICE,5
2016-02-21,1,CRIM SEXUAL ASSAULT,2
2016-03-09,2,OFFENSE INVOLVING CHILDREN,3
2015-08-06,1,DECEPTIVE PRACTICE,2
2016-03-11,1,ARSON,25
2016-03-12,1,DECEPTIVE PRACTICE,9
2016-03-12,1,BATTERY,17
2016-03-12,1,ASSAULT,8
2016-03-12,1,ARSON,11
2016-03-12,1,DECEPTIVE PRACTICE,17
2016-03-12,2,OTHER OFFENSE,16
2016-03-12,1,CRIMINAL TRESPASS,11
2016-03-12,1,NARCOTICS,17
2016-03-12,2,MOTOR VEHICLE THEFT,12
2016-03-12,1,MOTOR VEHICLE THEFT,14
2016-03-12,2,CRIMINAL DAMAGE,4
2016-03-12,1,BURGLARY,16
2016-03-13,11,BATTERY,4
2016-03-12,2,WEAPONS VIOLATION,25
2016-03-12,1,NARCOTICS,2
2016-03-13,1,CRIMINAL TRESPASS,16
2016-03-13,4,BATTERY,17
2016-03-13,6,OTHER OFFENSE,25
2016-03-12,1,NARCOTICS,6
2016-03-13,1,DECEPTIVE PRACTICE,19
2016-03-13,7,THEFT,19
2016-03-12,1,ROBBERY,12
2016-03-13,5,NARCOTICS,11
2016-03-13,2,CRIMINAL DAMAGE,14
2016-03-13,7,DECEPTIVE PRACTICE,18
2016-03-13,3,OTHER OFFENSE,6
2016-03-13,6,BATTERY,16
2016-03-13,3,ASSAULT,18
2016-03-12,1,CRIMINAL TRESPASS,20
2016-03-13,2,BATTERY,20
2016-03-12,1,NARCOTICS,24
2016-03-13,8,BATTERY,25
2016-03-13,3,CRIMINAL DAMAGE,18
2016-03-12,2,DECEPTIVE PRACTICE,12
2016-03-13,4,CRIMINAL DAMAGE,22
2016-03-13,1,LIQUOR LAW VIOLATION,17
2016-03-12,1,OTHER OFFENSE,14
2016-03-13,3,ASSAULT,14
2016-03-13,1,ARSON,12
2016-03-13,7,CRIMINAL DAMAGE,19
2016-03-13,1,ROBBERY,4
2016-03-13,7,CRIMINAL DAMAGE,15
2016-03-13,7,BATTERY,12
2016-03-13,2,ASSAULT,2
2016-03-13,1,CRIMINAL TRESPASS,19
2016-03-13,1,KIDNAPPING,4
2016-03-13,3,BURGLARY,25
2012-09-11,1,DECEPTIVE PRACTICE,2
2016-03-13,9,BATTERY,5
2016-03-13,1,BURGLARY,4
2016-03-13,4,THEFT,15
2016-03-13,5,THEFT,22
2016-03-13,4,ASSAULT,10
2016-03-13,1,ROBBERY,18
2016-03-13,3,ASSAULT,8
2016-03-13,8,CRIMINAL DAMAGE,9
2016-03-13,1,MOTOR VEHICLE THEFT,11
2016-03-13,7,BATTERY,15
2016-03-13,3,BATTERY,1
2016-03-13,2,BURGLARY,24
2016-03-13,3,ASSAULT,3
2016-03-13,1,BATTERY,24
2016-03-13,10,THEFT,2
2016-03-13,4,THEFT,25
2016-03-12,1,CRIM SEXUAL ASSAULT,18
2016-03-13,1,BATTERY,2
2016-03-15,3,MOTOR VEHICLE THEFT,8
2016-03-13,1,OTHER OFFENSE,24
2016-03-13,3,CRIMINAL DAMAGE,11
2016-03-13,6,CRIMINAL DAMAGE,3
2016-03-13,2,CRIMINAL TRESPASS,6
2016-03-12,1,MOTOR VEHICLE THEFT,9
2016-03-13,3,ASSAULT,11
2016-03-13,5,THEFT,11
2016-03-13,1,ROBBERY,19
2016-03-12,1,CRIM SEXUAL ASSAULT,4
2016-03-13,3,DECEPTIVE PRACTICE,17
2016-03-13,5,THEFT,17
2016-03-13,8,THEFT,8
2016-03-12,2,MOTOR VEHICLE THEFT,11
2016-03-13,5,THEFT,9
2016-03-13,6,THEFT,4
2016-03-13,6,ASSAULT,6
2016-03-13,2,CRIMINAL TRESPASS,25
2016-03-13,1,NARCOTICS,3
2016-03-13,2,CRIMINAL TRESPASS,7
2016-04-12,1,CRIMINAL DAMAGE,12
2016-03-13,1,ASSAULT,24
2016-03-12,1,BURGLARY,2
2016-03-13,1,WEAPONS VIOLATION,18
2016-03-13,2,CRIMINAL TRESPASS,11
2016-03-13,1,CRIMINAL TRESPASS,2
2015-02-16,1,DECEPTIVE PRACTICE,3
2016-03-13,7,THEFT,16
2016-03-13,1,ROBBERY,11
2016-03-13,4,CRIMINAL DAMAGE,4
2016-03-13,1,THEFT,10
2016-03-13,4,CRIMINAL DAMAGE,7
2016-03-13,1,DECEPTIVE PRACTICE,10
2016-03-13,3,NARCOTICS,15
2012-06-01,1,DECEPTIVE PRACTICE,9
2016-03-13,2,WEAPONS VIOLATION,4
2016-03-12,2,THEFT,15
2016-03-13,1,CRIMINAL TRESPASS,12
2016-03-13,2,NARCOTICS,2
2016-03-13,1,ROBBERY,14
2016-03-13,2,NARCOTICS,10
2016-03-13,1,CRIM SEXUAL ASSAULT,11
2016-03-13,1,ASSAULT,25
2016-03-13,1,ASSAULT,12
2016-03-13,4,BURGLARY,20
2016-03-13,3,BURGLARY,9
2016-03-12,3,MOTOR VEHICLE THEFT,2
2016-03-13,1,INTERFERENCE WITH PUBLIC OFFICER,9
2016-03-13,1,INTERFERENCE WITH PUBLIC OFFICER,22
2016-03-13,3,CRIMINAL DAMAGE,12
2016-03-13,2,OTHER OFFENSE,4
2016-03-24,5,DECEPTIVE PRACTICE,18
2016-03-13,3,OTHER OFFENSE,22
2016-03-13,1,OTHER OFFENSE,5
2016-03-13,1,ASSAULT,9
2016-03-12,2,OTHER OFFENSE,19
2016-03-13,4,CRIMINAL DAMAGE,10
2016-03-13,2,CRIMINAL DAMAGE,6
2016-03-13,4,DECEPTIVE PRACTICE,1
2016-03-12,2,CRIM SEXUAL ASSAULT,17
2016-03-12,1,SEX OFFENSE,18
2016-03-12,1,BURGLARY,14
2016-03-13,2,MOTOR VEHICLE THEFT,15
2016-04-14,1,THEFT,4
2016-03-10,1,CRIMINAL TRESPASS,7
2016-03-11,1,CRIM SEXUAL ASSAULT,4
2016-03-13,2,NARCOTICS,6
2016-01-17,1,CRIM SEXUAL ASSAULT,8
2016-03-13,1,OTHER OFFENSE,11
2016-03-13,1,ROBBERY,9
2016-03-13,1,ASSAULT,20
2016-03-13,3,MOTOR VEHICLE THEFT,10
2016-03-13,2,BURGLARY,14
2016-03-13,1,ROBBERY,3
2016-03-13,3,THEFT,3
2016-03-13,2,CRIMINAL DAMAGE,2
2016-03-13,2,ASSAULT,17
2016-03-13,1,NARCOTICS,1
2016-03-13,3,NARCOTICS,25
2016-03-13,1,ASSAULT,22
2016-03-04,1,SEX OFFENSE,25
2016-03-28,2,DECEPTIVE PRACTICE,3
2016-03-13,2,THEFT,14
2016-03-13,1,OTHER OFFENSE,9
2016-03-13,1,BURGLARY,18
2016-03-13,1,CRIMINAL TRESPASS,8
2016-03-13,4,THEFT,24
2016-03-13,1,WEAPONS VIOLATION,10
2016-03-13,1,BURGLARY,22
2016-03-13,1,NARCOTICS,12
2016-03-13,1,NARCOTICS,17
2016-03-13,2,MOTOR VEHICLE THEFT,25
2016-03-13,1,LIQUOR LAW VIOLATION,18
2016-03-13,1,OFFENSE INVOLVING CHILDREN,15
2016-03-11,1,DECEPTIVE PRACTICE,5
2016-03-13,1,MOTOR VEHICLE THEFT,22
2016-03-13,2,ROBBERY,8
2016-03-13,1,NARCOTICS,24
2016-03-13,2,OTHER OFFENSE,7
2016-03-13,1,OTHER OFFENSE,3
2016-03-13,1,WEAPONS VIOLATION,7
2016-03-11,1,OTHER OFFENSE,8
2016-03-13,1,NARCOTICS,9
2016-03-13,3,CRIMINAL DAMAGE,24
2016-04-19,2,HOMICIDE,6
2016-03-13,3,ROBBERY,15
2016-03-12,2,CRIMINAL DAMAGE,10
2016-03-13,1,MOTOR VEHICLE THEFT,9
2016-03-13,2,CRIMINAL DAMAGE,16
2016-04-22,3,OTHER OFFENSE,3
2016-03-12,1,BURGLARY,15
2016-03-13,2,THEFT,7
2016-03-13,1,MOTOR VEHICLE THEFT,4
2016-03-13,3,THEFT,20
2016-03-11,1,CRIMINAL TRESPASS,24
2016-03-13,1,BURGLARY,8
2016-03-13,1,DECEPTIVE PRACTICE,6
2016-03-13,1,OTHER OFFENSE,12
2016-03-13,1,DECEPTIVE PRACTICE,20
2016-03-12,1,DECEPTIVE PRACTICE,11
2016-03-13,2,DECEPTIVE PRACTICE,11
2016-03-03,1,BURGLARY,5
2016-03-13,1,MOTOR VEHICLE THEFT,3
2016-03-13,1,BURGLARY,17
2016-03-13,1,MOTOR VEHICLE THEFT,8
2016-03-13,2,OTHER OFFENSE,20
2015-08-20,1,WEAPONS VIOLATION,11
2016-03-08,1,BURGLARY,10
2016-03-03,1,ASSAULT,18
2016-03-09,1,CRIM SEXUAL ASSAULT,18
2016-03-05,1,CRIM SEXUAL ASSAULT,1
2016-03-13,1,BATTERY,19
2016-03-12,2,OTHER OFFENSE,17
2016-03-13,1,ROBBERY,1
2016-03-08,1,MOTOR VEHICLE THEFT,7
2016-03-11,1,DECEPTIVE PRACTICE,10
2016-03-13,2,DECEPTIVE PRACTICE,24
2016-03-11,1,DECEPTIVE PRACTICE,3
2016-03-13,1,DECEPTIVE PRACTICE,7
2016-03-06,1,OTHER OFFENSE,19
2016-03-05,1,MOTOR VEHICLE THEFT,9
2016-03-13,2,BURGLARY,3
2016-03-11,1,CRIM SEXUAL ASSAULT,19
2016-03-12,2,ASSAULT,7
2016-03-10,1,MOTOR VEHICLE THEFT,19
2016-03-09,1,OTHER OFFENSE,20
2016-03-13,1,MOTOR VEHICLE THEFT,18
2016-03-12,2,MOTOR VEHICLE THEFT,8
2016-03-10,1,OFFENSE INVOLVING CHILDREN,5
2016-03-13,1,ROBBERY,6
2016-02-29,1,MOTOR VEHICLE THEFT,12
2016-03-11,1,DECEPTIVE PRACTICE,11
2016-03-10,1,DECEPTIVE PRACTICE,4
2016-02-25,1,THEFT,24
2016-03-13,1,OTHER OFFENSE,17
2016-03-13,1,OFFENSE INVOLVING CHILDREN,8
2016-03-02,2,DECEPTIVE PRACTICE,8
2016-03-12,1,BURGLARY,8
2016-03-09,1,DECEPTIVE PRACTICE,22
2016-03-11,1,OFFENSE INVOLVING CHILDREN,7
2016-03-12,1,ROBBERY,18
2016-03-11,1,DECEPTIVE PRACTICE,14
2016-03-13,1,OFFENSE INVOLVING CHILDREN,11
2016-03-08,1,PUBLIC PEACE VIOLATION,16
2016-03-12,1,OTHER OFFENSE,18
2016-03-13,1,DECEPTIVE PRACTICE,8
2016-03-13,1,MOTOR VEHICLE THEFT,17
2016-03-13,1,OTHER OFFENSE,8
2016-02-22,1,DECEPTIVE PRACTICE,19
2016-03-13,1,CRIM SEXUAL ASSAULT,7
2016-03-13,1,CRIM SEXUAL ASSAULT,25
2016-03-13,1,OFFENSE INVOLVING CHILDREN,25
2016-03-13,1,DECEPTIVE PRACTICE,2
2016-02-28,1,BURGLARY,25
2016-03-12,1,CRIM SEXUAL ASSAULT,16
2016-02-23,1,DECEPTIVE PRACTICE,7
2016-03-01,1,MOTOR VEHICLE THEFT,6
2016-03-08,2,DECEPTIVE PRACTICE,12
2016-03-03,1,DECEPTIVE PRACTICE,25
2016-03-13,1,BURGLARY,19
2016-03-09,1,ASSAULT,24
2016-02-27,1,OFFENSE INVOLVING CHILDREN,10
2016-03-01,1,HUMAN TRAFFICKING,4
2016-03-13,1,DECEPTIVE PRACTICE,15
2016-03-02,1,DECEPTIVE PRACTICE,14
2016-03-14,7,BATTERY,8
2016-03-14,21,BATTERY,11
2016-03-14,6,BATTERY,2
2016-03-14,5,ROBBERY,24
2016-03-14,3,BATTERY,12
2016-03-14,5,CRIMINAL DAMAGE,4
2016-03-14,4,BURGLARY,4
2016-03-14,7,BATTERY,10
2016-03-14,6,DECEPTIVE PRACTICE,11
2016-03-14,9,THEFT,8
2016-03-14,1,OTHER OFFENSE,14
2016-03-14,10,BATTERY,6
2016-03-14,7,BATTERY,9
2016-03-14,2,ROBBERY,7
2016-03-14,6,BATTERY,14
2016-03-14,16,BATTERY,7
2016-03-14,5,CRIMINAL DAMAGE,14
2016-03-14,2,CRIMINAL TRESPASS,18
2016-03-14,2,CRIMINAL TRESPASS,7
2016-03-14,6,THEFT,14
2016-03-14,3,CRIMINAL DAMAGE,16
2016-03-14,3,MOTOR VEHICLE THEFT,2
2016-03-14,5,BURGLARY,6
2016-03-14,3,ASSAULT,15
2016-03-14,5,THEFT,9
2016-03-14,10,THEFT,24
2016-03-14,2,CRIMINAL DAMAGE,3
2016-03-14,8,CRIMINAL DAMAGE,8
2016-03-14,5,CRIMINAL DAMAGE,15
2016-03-14,5,ASSAULT,8
2016-03-14,3,CRIMINAL TRESPASS,11
2016-03-14,4,THEFT,17
2016-03-14,8,NARCOTICS,11
2016-03-14,1,WEAPONS VIOLATION,9
2016-03-14,2,MOTOR VEHICLE THEFT,16
2016-03-14,3,THEFT,20
2016-03-14,1,BURGLARY,10
2016-03-14,2,WEAPONS VIOLATION,10
2016-03-14,2,BURGLARY,16
2016-03-14,3,THEFT,10
2016-03-14,4,BATTERY,24
2016-03-14,4,THEFT,3
2016-03-14,1,MOTOR VEHICLE THEFT,4
2016-03-14,7,ASSAULT,9
2016-03-14,2,CRIMINAL TRESPASS,4
2016-03-14,5,BATTERY,15
2016-03-14,2,NARCOTICS,4
2016-03-14,1,NARCOTICS,19
2016-03-14,1,OFFENSE INVOLVING CHILDREN,16
2016-03-14,22,THEFT,1
2016-03-14,2,NARCOTICS,17
2016-03-14,8,THEFT,18
2016-03-14,2,ASSAULT,10
2016-03-14,2,OTHER OFFENSE,10
2016-03-14,7,CRIMINAL DAMAGE,5
2016-03-14,5,CRIMINAL DAMAGE,11
2016-03-14,1,ASSAULT,19
2016-03-14,1,ROBBERY,18
2016-03-14,8,BATTERY,5
2016-03-14,1,DECEPTIVE PRACTICE,12
2016-03-14,3,NARCOTICS,15
2016-03-14,2,DECEPTIVE PRACTICE,10
2016-03-14,1,OTHER OFFENSE,11
2016-03-13,1,HOMICIDE,5
2015-02-19,1,DECEPTIVE PRACTICE,10
2016-03-14,2,MOTOR VEHICLE THEFT,6
2016-03-14,9,CRIMINAL DAMAGE,6
2016-03-14,2,ASSAULT,6
2016-03-14,3,NARCOTICS,16
2016-03-14,1,OTHER OFFENSE,2
2016-03-14,2,NARCOTICS,25
2015-04-29,1,WEAPONS VIOLATION,6
2016-03-14,2,DECEPTIVE PRACTICE,4
2016-03-14,1,ARSON,16
2016-03-14,7,THEFT,25
2016-03-14,4,THEFT,7
2016-03-14,4,ASSAULT,7
2016-03-14,1,OTHER OFFENSE,9
2016-03-14,1,SEX OFFENSE,12
2016-03-14,6,NARCOTICS,6
2016-03-14,1,CRIMINAL DAMAGE,7
2016-03-14,1,MOTOR VEHICLE THEFT,20
2015-12-08,1,MOTOR VEHICLE THEFT,11
2016-03-14,2,BATTERY,25
2016-03-14,2,NARCOTICS,10
2016-03-14,1,ASSAULT,18
2016-03-14,2,CRIMINAL TRESPASS,6
2016-03-14,15,THEFT,19
2016-03-14,2,THEFT,15
2016-03-14,1,DECEPTIVE PRACTICE,5
2016-03-14,8,DECEPTIVE PRACTICE,18
2016-03-14,1,WEAPONS VIOLATION,11
2016-03-14,1,MOTOR VEHICLE THEFT,19
2016-03-14,3,MOTOR VEHICLE THEFT,25
2016-03-14,1,NARCOTICS,8
2016-03-14,2,DECEPTIVE PRACTICE,1
2016-03-14,1,CRIMINAL DAMAGE,17
2016-03-14,4,BURGLARY,8
2016-03-14,3,OTHER OFFENSE,5
2016-03-14,3,ASSAULT,1
2016-03-14,3,THEFT,5
2016-03-14,3,DECEPTIVE PRACTICE,8
2016-03-14,1,NARCOTICS,9
2016-03-14,3,ASSAULT,11
2016-03-14,3,BURGLARY,7
2016-03-14,3,WEAPONS VIOLATION,4
2016-03-14,1,CRIMINAL TRESPASS,17
2016-03-14,2,WEAPONS VIOLATION,15
2016-03-14,1,ASSAULT,12
2016-03-14,6,OTHER OFFENSE,3
2015-12-29,1,ASSAULT,19
2016-03-14,4,CRIMINAL DAMAGE,25
2016-03-14,4,ASSAULT,25
2016-03-14,1,CRIMINAL DAMAGE,20
2016-03-14,2,MOTOR VEHICLE THEFT,24
2016-03-14,7,THEFT,6
2016-03-14,1,BURGLARY,19
2016-03-14,2,CRIMINAL DAMAGE,2
2016-03-14,6,OTHER OFFENSE,25
2016-03-14,1,BATTERY,22
2016-03-14,2,BURGLARY,12
2016-03-14,2,BURGLARY,3
2016-01-08,1,ROBBERY,19
2016-03-14,2,ASSAULT,2
2016-03-14,1,ROBBERY,2
2016-03-14,1,CRIMINAL TRESPASS,1
2016-03-14,1,INTIMIDATION,24
2016-03-14,4,NARCOTICS,7
2016-03-14,3,CRIMINAL DAMAGE,1
2016-03-14,3,CRIMINAL DAMAGE,12
2016-03-14,3,OTHER OFFENSE,4
2016-03-14,1,CRIMINAL TRESPASS,16
2016-03-14,3,BATTERY,16
2016-03-14,2,NARCOTICS,3
2016-03-14,3,OTHER OFFENSE,8
2016-03-14,6,BATTERY,4
2016-03-14,2,CRIMINAL TRESPASS,10
2016-03-14,5,DECEPTIVE PRACTICE,6
2016-03-14,2,ROBBERY,22
2016-03-14,4,THEFT,16
2016-03-14,3,BURGLARY,14
2016-03-14,6,THEFT,2
2016-03-14,2,DECEPTIVE PRACTICE,3
2016-03-14,3,BATTERY,17
2016-03-14,7,THEFT,12
2016-03-14,1,DECEPTIVE PRACTICE,14
2016-03-14,4,DECEPTIVE PRACTICE,24
2016-01-29,1,OTHER OFFENSE,10
2016-03-14,4,THEFT,4
2016-02-05,1,WEAPONS VIOLATION,10
2016-03-14,1,ROBBERY,8
2016-03-14,1,INTERFERENCE WITH PUBLIC OFFICER,15
2016-03-14,2,OTHER OFFENSE,24
2016-03-14,3,OTHER OFFENSE,6
2016-03-14,2,BURGLARY,9
2016-03-14,1,ASSAULT,22
2016-03-14,3,CRIMINAL DAMAGE,10
2016-03-14,1,BURGLARY,2
2016-03-14,2,ROBBERY,3
2016-03-14,2,OFFENSE INVOLVING CHILDREN,6
2016-03-14,1,DECEPTIVE PRACTICE,16
2016-03-14,2,DECEPTIVE PRACTICE,17
2016-03-14,2,THEFT,22
2016-03-14,1,ARSON,8
2016-03-14,1,OTHER OFFENSE,17
2016-04-22,2,CRIMINAL TRESPASS,9
2016-03-14,1,DECEPTIVE PRACTICE,25
2016-03-14,1,CRIMINAL TRESPASS,3
2016-03-14,2,ASSAULT,14
2016-03-14,2,CRIMINAL DAMAGE,22
2016-03-14,2,MOTOR VEHICLE THEFT,3
2016-03-14,3,BURGLARY,25
2016-03-14,3,OTHER OFFENSE,1
2016-03-14,2,BURGLARY,11
2016-03-14,1,PUBLIC PEACE VIOLATION,12
2016-03-14,1,KIDNAPPING,15
2016-03-14,2,BATTERY,1
2016-03-14,3,ROBBERY,11
2016-03-14,2,ASSAULT,16
2016-03-14,1,ASSAULT,5
2016-03-14,2,ROBBERY,6
2016-03-14,1,BURGLARY,20
2016-03-14,1,NARCOTICS,22
2016-03-14,1,BATTERY,20
2016-03-14,1,INTERFERENCE WITH PUBLIC OFFICER,25
2016-03-14,1,CRIM SEXUAL ASSAULT,10
2016-02-10,1,OTHER OFFENSE,2
2016-03-14,1,OFFENSE INVOLVING CHILDREN,15
2016-03-14,1,CRIM SEXUAL ASSAULT,7
2016-03-14,2,ASSAULT,3
2016-03-14,1,BURGLARY,24
2016-03-14,1,MOTOR VEHICLE THEFT,9
2016-03-14,2,MOTOR VEHICLE THEFT,8
2016-03-14,1,ROBBERY,15
2016-03-14,2,BATTERY,19
2016-03-14,1,MOTOR VEHICLE THEFT,15
2016-03-14,2,CRIMINAL DAMAGE,9
2016-03-14,1,OTHER OFFENSE,12
2016-03-14,1,ASSAULT,4
2016-03-14,1,OFFENSE INVOLVING CHILDREN,7
2016-03-14,1,MOTOR VEHICLE THEFT,14
2016-03-14,1,CRIM SEXUAL ASSAULT,1
2016-03-14,1,BURGLARY,1
2016-03-14,1,OFFENSE INVOLVING CHILDREN,12
2016-03-14,1,OFFENSE INVOLVING CHILDREN,25
2016-03-26,11,THEFT,12
2016-03-14,1,SEX OFFENSE,10
2016-03-14,1,ASSAULT,17
2016-03-14,1,BURGLARY,18
2016-03-14,1,SEX OFFENSE,19
2016-03-14,2,CRIMINAL DAMAGE,19
2016-03-14,1,BURGLARY,15
2016-03-14,1,OFFENSE INVOLVING CHILDREN,10
2016-04-04,1,MOTOR VEHICLE THEFT,2
2016-04-08,1,PUBLIC PEACE VIOLATION,11
2016-03-14,1,OTHER OFFENSE,19
2016-03-14,1,CRIMINAL DAMAGE,24
2016-03-14,1,ROBBERY,14
2016-03-14,1,OFFENSE INVOLVING CHILDREN,9
2016-03-14,1,THEFT,11
2016-03-14,1,DECEPTIVE PRACTICE,7
2016-03-14,3,DECEPTIVE PRACTICE,19
2016-04-11,1,MOTOR VEHICLE THEFT,19
2016-03-07,1,OFFENSE INVOLVING CHILDREN,8
2016-02-01,1,DECEPTIVE PRACTICE,15
2016-03-14,1,OTHER OFFENSE,22
2016-04-14,2,DECEPTIVE PRACTICE,2
2016-04-05,2,THEFT,7
2016-04-11,1,DECEPTIVE PRACTICE,1
2016-04-08,1,DECEPTIVE PRACTICE,14
2016-04-05,2,DECEPTIVE PRACTICE,5
2016-03-14,1,STALKING,11
2016-01-12,1,MOTOR VEHICLE THEFT,7
2016-01-07,1,THEFT,11
2014-07-01,2,SEX OFFENSE,6
2015-09-01,1,THEFT,2
2015-10-20,1,THEFT,10
2015-03-30,1,DECEPTIVE PRACTICE,20
2014-06-19,1,CRIM SEXUAL ASSAULT,5
2014-12-13,1,DECEPTIVE PRACTICE,25
2015-03-15,1,ROBBERY,18
2016-03-02,1,DECEPTIVE PRACTICE,17
2016-03-14,1,HOMICIDE,11
2014-04-17,1,OFFENSE INVOLVING CHILDREN,15
2016-03-20,2,ROBBERY,15
2015-12-31,1,OFFENSE INVOLVING CHILDREN,12
2015-05-12,1,DECEPTIVE PRACTICE,19
2015-10-09,1,MOTOR VEHICLE THEFT,17
2015-10-15,1,BURGLARY,2
2015-11-22,1,ROBBERY,6
2015-11-28,1,MOTOR VEHICLE THEFT,15
2015-12-09,1,OTHER OFFENSE,5
2015-12-31,1,MOTOR VEHICLE THEFT,17
2016-01-10,1,MOTOR VEHICLE THEFT,14
2016-01-10,1,THEFT,2
2016-01-18,1,MOTOR VEHICLE THEFT,20
2016-01-19,1,MOTOR VEHICLE THEFT,25
2016-01-29,1,MOTOR VEHICLE THEFT,25
2015-12-03,1,WEAPONS VIOLATION,15
2016-02-07,1,MOTOR VEHICLE THEFT,17
2016-02-18,1,ROBBERY,24
2016-03-25,1,OTHER OFFENSE,14
2016-03-09,1,WEAPONS VIOLATION,7
2016-04-20,10,BATTERY,11
2016-04-20,1,CRIMINAL TRESPASS,4
2014-09-17,1,NARCOTICS,8
2016-04-20,9,BATTERY,12
2016-04-20,11,BATTERY,4
2016-04-20,8,BATTERY,15
2016-04-20,4,NARCOTICS,25
2016-04-20,3,ASSAULT,10
2016-04-20,9,BATTERY,8
2016-04-20,2,ROBBERY,8
2016-04-20,8,BATTERY,3
2016-04-20,2,BATTERY,19
2015-06-23,1,NARCOTICS,20
2015-01-02,1,NARCOTICS,3
2015-10-14,1,NARCOTICS,9
2015-10-13,2,NARCOTICS,7
2016-04-20,8,CRIMINAL DAMAGE,4
2016-03-15,9,THEFT,3
2016-03-15,4,OTHER OFFENSE,4
2016-03-15,9,BATTERY,4
2016-03-15,1,BATTERY,20
2016-03-15,12,BATTERY,6
2016-03-15,4,NARCOTICS,15
2016-03-15,6,BATTERY,16
2016-03-15,4,CRIMINAL DAMAGE,16
2016-03-15,4,BURGLARY,6
2016-03-15,4,OTHER OFFENSE,19
2016-03-15,10,BATTERY,11
2016-03-15,3,ASSAULT,25
2016-03-15,3,CRIMINAL DAMAGE,22
2016-03-15,3,ASSAULT,15
2016-03-15,2,ROBBERY,6
2016-03-15,6,BATTERY,10
2016-03-15,5,ASSAULT,3
2016-03-15,3,CRIMINAL DAMAGE,10
2016-03-15,3,MOTOR VEHICLE THEFT,25
2016-03-15,2,OTHER OFFENSE,16
2016-03-15,4,ROBBERY,10
2016-03-15,2,ASSAULT,24
2016-03-15,4,THEFT,24
2016-03-15,4,THEFT,12
2016-03-15,2,ROBBERY,4
2016-03-15,9,CRIMINAL DAMAGE,9
2016-03-15,5,BATTERY,9
2016-03-15,3,CRIMINAL DAMAGE,14
2016-03-15,3,NARCOTICS,25
2016-03-15,2,BATTERY,5
2016-03-15,4,CRIMINAL DAMAGE,5
2016-03-15,1,CRIM SEXUAL ASSAULT,22
2016-03-15,3,ROBBERY,5
2016-03-15,7,CRIMINAL DAMAGE,4
2016-03-15,8,THEFT,7
2016-03-15,12,BATTERY,3
2016-03-15,4,ROBBERY,7
2016-03-15,1,BURGLARY,11
2016-03-15,2,CRIMINAL TRESPASS,22
2016-03-15,1,ASSAULT,16
2016-03-15,8,THEFT,5
2016-03-15,6,OTHER OFFENSE,11
2016-03-15,6,THEFT,2
2016-03-15,3,ROBBERY,9
2016-03-15,3,ASSAULT,10
2016-03-15,4,ASSAULT,7
2016-03-11,1,BURGLARY,22
2016-03-13,1,WEAPONS VIOLATION,15
2016-03-15,7,BATTERY,2
2016-03-15,4,CRIMINAL DAMAGE,11
2016-03-15,9,THEFT,17
2016-04-20,2,ASSAULT,25
2016-03-15,1,CRIMINAL DAMAGE,17
2016-03-15,2,OTHER OFFENSE,6
2016-03-15,1,CRIMINAL TRESPASS,5
2016-03-15,5,BATTERY,15
2016-03-15,2,BURGLARY,8
2016-03-15,5,OTHER OFFENSE,8
2016-03-15,1,ASSAULT,11
2016-03-15,1,PUBLIC PEACE VIOLATION,4
2016-03-15,7,BATTERY,22
2016-04-20,12,CRIMINAL DAMAGE,8
2016-03-15,5,THEFT,15
2016-03-15,6,BATTERY,12
2016-03-15,2,BATTERY,18
2016-03-15,8,DECEPTIVE PRACTICE,6
2016-03-15,1,MOTOR VEHICLE THEFT,12
2016-03-15,6,BATTERY,8
2016-03-15,16,THEFT,1
2016-03-15,3,ASSAULT,22
2016-03-15,6,THEFT,9
2016-03-15,1,ASSAULT,14
2016-03-15,9,THEFT,19
2016-04-20,4,NARCOTICS,9
2016-03-15,3,OTHER OFFENSE,3
2016-03-15,5,THEFT,18
2016-03-15,4,BURGLARY,19
2016-03-15,2,PUBLIC PEACE VIOLATION,15
2016-03-15,7,NARCOTICS,11
2016-03-15,3,OTHER OFFENSE,10
2016-03-15,3,ASSAULT,1
